x,y,theta
0.1544662428525093,-0.05856049077878957,0.055392157972458556
0.956359489421755,0.014239877778419549,0.0770973163790325
1.420332223881447,0.06719322051832642,0.08940548942120774
2.202605391012336,0.12517792521640975,0.07128945485539395
3.043815955021474,0.260126408929165,0.06756408500462774
3.404148396259835,0.22072680453682098,0.05532154757028174
4.221977459847106,0.24899733695136894,0.08375790232626956
5.069412991882814,0.35120689040731157,0.07262845197197176
5.98472542066004,0.3702062069929804,0.05859697449094359
6.480170465853046,0.3710953748659341,0.1512513406858802
7.3617366407846,0.5526091135229984,0.28785510352288357
8.124627977955676,0.8947114000181856,0.38433067099545637
8.56858542130227,1.1215779146226568,0.3631198040758066
9.396130886861773,1.4020475760298905,0.37827592083595096
10.13647164167066,1.6893150050149555,0.4024800366096115
10.556865486193075,1.8346211891136228,0.3681254899354647
11.483327511871897,2.1350298695508867,0.36005422103732965
12.34614406816806,2.452037750450314,0.3511474032809354
12.788781254595575,2.689077600021709,0.3541473337164627
13.57493804154225,2.974854882551963,0.6345491151891034
14.10639217286727,3.659765485833734,0.8702621397803254
14.584072986959193,4.229784210453848,0.8694028079334961
14.896208870646747,4.578993331517719,0.8434972691744811
15.547932331318224,5.317606617544001,0.8361853548965201
16.189999110077107,6.084376515832078,0.8568006653684166
16.39050262725511,6.431023595265953,0.8854325869579283
16.903902188910628,7.100165940022497,0.8755846842401231
17.47108672052217,7.740397330899873,0.8436433079188683
17.7399826584744,8.063186694906124,1.1832633397604475
17.80002984567421,8.786318946916065,1.6684765575376277
17.51627025283936,9.578479027140384,1.937614577747885
17.34309522376129,10.0625657965467,1.9145440270046405
17.06867509100695,10.881541626003651,1.9062401197830576
16.771032715621782,11.764320733247013,1.8816785042110578
16.570120595634425,12.115416111465345,1.881193100234655
16.294873805797895,13.023515947600682,1.8924615730857228
16.032184262024316,13.764552499958185,1.9007819119650016
15.75539257449933,14.608362137848127,1.8936833975476315
15.602713717781592,15.010134695918909,2.456705264964791
14.713774957410589,15.424418808773646,2.7125055822991158
13.903244095810924,15.810983274497191,2.6975387832466637
13.526095169919687,15.982860868227917,2.69532413491957
12.767177787531905,16.39645213004963,2.6947130915524324
11.996803061872644,16.79111198097394,2.722172791227054
11.626191597493186,17.025553066676913,2.720823592808875
10.920899925429351,17.396931720353756,2.7426386156647213
10.178005684159503,17.760924036946612,2.7240919106647423
9.878617642158714,17.96379506782699,2.714992523051885
9.174080380482113,18.284481180726672,3.1179781674590004
8.3571269966719,17.947475355885217,-2.7754921421347247
7.543313778692021,17.699454970723757,-2.7913121729678436
7.028008882496678,17.487750506488986,-2.776462976084537
6.176302160941306,17.1249813433495,-2.711504945938204
5.299571920493943,16.720940107354455,-2.701956216879643
4.755878155075322,16.53222561785913,-2.6648172779731083
3.8682974145079094,16.10815866588851,-2.6605487680104627
2.9844255327886233,15.687735430550568,-2.6578885022653482
