x,y,theta
0.05876516554439,-0.13171834953778147,0.06349275690170586
0.8738498436399066,-0.049742285650839775,0.08499585299360568
1.351235597797334,0.009736995747904582,0.09688740478341762
2.1469115361249345,0.07653322846029306,0.07797006656124594
3.0010152157036045,0.21988916278333456,0.073139234394477
3.375348193488841,0.1852376497110992,0.05950050955313557
4.201721016525412,0.21823807266727485,0.08797124242780185
5.057407851484912,0.3254801039830721,0.07673868032345244
5.979806243275575,0.35051195054842277,0.06214175320564852
6.482379251546122,0.3553597411190332,0.15396865455218967
7.370748719929426,0.5418943094472637,0.2894213238677552
8.141302220023285,0.8876736513240998,0.38459881745708424
8.593213392764335,1.1175846900259088,0.36216220029774826
9.429083893267995,1.400076647775094,0.3761083711250808
10.178065017015696,1.6886101298787075,0.3991478776395634
10.602757791483134,1.832769375829219,0.36376206828073165
11.53825175177093,2.1278093648289302,0.35451080294215664
12.410647289100238,2.438691523334107,0.3454251947678637
12.862537357688035,2.6718398736245637,0.34885912366505556
13.658059327351046,2.9521071361990225,0.6306071894751422
14.198054750981617,3.633537905303964,0.8688018922601328
14.687436689187855,4.202131428706587,0.8718879618303959
15.004441455697956,4.547658221900116,0.850833658762939
15.656615114267156,5.28676722712573,0.8502665924673445
16.27554114129917,6.063097801861072,0.8725963993627284
16.45854403968759,6.413649761036945,0.901881155971175
16.95358526370728,7.094380040957913,0.8947437824248201
17.50106772585986,7.748543396576781,0.8637794219172621
17.755822856251072,8.079625902105592,1.2035248880111977
17.795075007363064,8.808313050217752,1.6875660757435238
17.488982235392438,9.604313645987526,1.9544258463131143
17.296243739730812,10.103879983175922,1.9342788086049207
16.994532598497496,10.935714517866481,1.9279563091557632
16.66668756793084,11.830239902458969,1.9043662504652588
16.44707995292145,12.195066943087712,1.9045919964735685
16.139873650662622,13.114854900619441,1.9154788026553788
15.832380458339934,13.887656416464175,1.9365402585518572
15.497065692807976,14.75911732963892,1.9389860462246675
15.297707853719059,15.191590198651298,2.510075873302135
14.34220116065426,15.590083910430085,2.7751193829575236
13.459785712728216,15.949359518598609,2.770496809494851
12.914978141016018,16.181878514049007,2.822198767621596
11.953607236846027,16.57832893766735,2.882156149529834
11.27173867007339,16.80624293354184,2.8585549815533966
11.020098853756092,16.970628788991213,2.809460290831609
10.429238597018676,17.25767362993447,2.7896314387370076
9.758710623064454,17.57153445381249,2.749205455669582
9.54045290831487,17.751439745520567,2.720009401380011
8.885367762621906,18.06153991284294,3.120379601662349
8.128755194369168,17.726914028382044,-2.7768905703366484
7.378276966695189,17.50315159774633,-2.796205828307294
6.893856674263503,17.301638492488493,-2.7803521192565874
6.07240494188355,16.950125186858525,-2.7151718714746984
5.224996830226725,16.558240733007416,-2.7063338864089492
4.711200112986479,16.380963226589984,-2.6701716654795185
3.8516047790450565,15.97118817629214,-2.6679005147198143
2.991430323610739,15.559780525443495,-2.6676048402141856
2.446201262517325,15.32946519165079,-2.530911748350355
1.8159817320883826,14.838520591971394,-2.3651658986622337
1.2395599084545061,14.201664221483519,-2.267869569323057
1.0363581833181958,13.966268435327658,-2.2875373388415636
0.47038351459431427,13.333284952115987,-2.271293611928692
-0.1810461881803243,12.606048871100935,-2.2831829739709826
-0.8173818023532949,11.935965285790212,-2.3092950615601575
-1.0873781386927315,11.699510527730355,-2.278053473304735
-1.7147853468300835,11.028320033875112,-2.2688928424824275
-2.3096958287026785,10.24522410096877,-2.2404768116605984
-2.655220682218791,9.82369082544309,-2.243363235723971
-3.259922296077989,9.070990577136671,-2.0963430076959946
-3.633577167233101,8.244159454759814,-1.806126385112974
-3.603893677694791,8.10406910947246,-1.696438907896559
-3.5979157393975183,7.4749144535102126,-1.7227980677291002
-3.696698386080843,6.6225179272563794,-1.6126054242372292
-3.523895063185662,6.095642687204947,-1.617563551459478
-3.6238773526749304,5.185438410519809,-1.5928454945674497
-3.7279745223649043,4.1584673708683875,-1.6236279843388184
-3.794400942424331,3.399232361765341,-1.6272818220247014
-3.9710227509986322,2.80612819477951,-0.9558828214367705
-3.1192030057362965,2.2422177159701477,-0.6988292529358295
-2.6469058456643477,1.8402566408161365,-0.5980594927707448
-2.323830607171472,1.5347842418249285,-0.6734630166685323
-1.6185226447857586,0.8420627510545121,-0.6771211561430612
-0.8530622121308685,0.6452912060581089,-0.755752238664468
-0.7001870048792126,0.39651809633601365,-0.6691062610114078
-0.365554674552896,-0.03819110369623114,-0.5575767014373691
0.6541559013153359,-0.47101513042389703,-0.4969963573303686
1.2041859162525248,-0.7631684907141215,-0.46639399315489705
1.866859872762812,-1.0465933969537877,-0.5233149959829859
2.4286168566394024,-1.4776399038698338,-0.48070661661663827
3.1339432311316413,-1.891536151140064,-0.48490713703573807
3.487864831647581,-2.078467749816024,-0.5058405563420423
4.226164465627,-2.4838286660794497,-0.49928312842911016
4.933025272167598,-2.902072969676455,-0.5107208468690718
5.244831667624527,-3.0772105057410086,-0.04090652327305522
6.096153946366126,-2.9186489032689695,0.1883715601235858
6.943101263004953,-2.7460725695571506,0.15961539874441533
7.320690771631911,-2.692574360956817,0.16453672834140942
8.202408525341207,-2.5613469038677628,0.16935120467207954
8.996029954995388,-2.363304670110408,0.18092152887564783
9.314267502369534,-2.2793641527364774,0.17272687307272783
10.251400833444222,-2.099270379584539,0.15399734415039656
10.996426891502624,-1.9722105014637588,0.1874845805608647
11.211345667202835,-1.9273930534286676,0.5159023565873904
11.767896494021963,-1.3921679915025873,0.6781788889743754
12.489580877432156,-0.7833226905608831,0.6814304432959393
13.160379906476951,-0.22280814521392273,0.6767809158414844
13.275434795630098,-0.02213436799333224,0.7162373175789072
13.772414618036503,0.4914107529267906,0.7434456930373159
14.269551335643946,1.0523445077757023,0.7421727478106916
14.466482610245292,1.3776512065782345,0.7439166639823132
15.02056264283453,1.9196583099992093,0.7221442718214104
15.391345748794723,2.438770959001336,0.7646648825628257
15.381125098766692,2.634665609991332,0.9543287335005619
15.615250378379463,3.381758312600885,1.2215680457302236
15.618624752960816,4.221759446650724,1.3106277165321742
15.591667621009453,4.7154293236194125,1.2222987321863918
15.615819706183114,5.814436958303732,1.2231031416726363
15.660042720091747,6.975365805075558,1.161736633710749
15.7176615947604,8.104301131366004,1.0095835617330549
16.551406258334527,8.732013031692063,0.9883651772710973
17.56766810451465,9.56833643213547,1.0310246688048421
18.15487330621724,10.205327445600728,0.9697260279957147
18.565695789671,10.499276540731346,1.2677780450275922
18.82403856254186,11.079981693636544,1.6950036659354293
18.726324554407277,11.549404435081964,1.9649638151222941
18.84964247425268,11.733135537440164,2.002115154062638
18.577169007789283,12.39210850735491,1.9838935132463549
18.32479898935958,13.112696504812465,1.9842526490172565
18.29841948171529,13.459138520920176,2.0132723120518623
18.09151375474146,14.11979504580625,2.039501633085221
17.795878268174878,14.737169122021331,2.056457332825838
17.546520287271033,15.248053656357015,2.0609354929533463
17.358010550894875,15.571574092089815,2.0679411438112485
17.02029472999853,16.239320936124226,2.2886844223432083
16.427625129445122,16.643329033791034,2.686299024378875
16.04287413303862,16.702429993649478,2.9570768065142374
15.324338113143536,16.76827762549573,2.985703507287564
14.503039639830522,16.831571948943093,3.0181171341101667
14.098537012411631,16.844685154153296,2.9895915613743664
13.322008461491741,16.980121488527942,2.96022723080931
12.522219975401477,17.111289608913,2.9450370694870225
12.21645936525781,17.160923745890965,2.9261802141148436
11.471806109416688,17.293220896799358,2.906917525177793
10.771131247551912,17.435113261324812,2.886314071458445
9.990333508620749,17.660671294566118,2.863538406219101
9.82011011265622,17.70034701939546,-3.0974367097893434
9.210491406430947,17.545546290504998,-2.669410405066933
8.397023700097849,16.92059958769677,-2.3672751627649196
7.999518170101871,16.59467961429091,-2.3187535521560267
7.336909000895446,15.881085529827262,-2.2713941390799266
6.733868838930262,15.214559864985421,-2.218218277517513
6.507715904708677,14.890077636091068,-2.1930610792301395
5.960779653632939,14.126186379639362,-2.2201538181093428
5.447163425743056,13.39246441973663,-2.2124290425206548
5.185586776578553,13.016757877676202,-2.222760090458118
4.5788234545878,12.274117975497237,-1.9594609620833079
4.514901655663537,11.558442259618548,-1.305329048742971
4.962465027157313,10.719842660827846,-1.0597146204193746
5.16741816047233,10.347375570412392,-1.0325697654288843
5.59906128017299,9.58102592633509,-1.054161005108711
6.038244928869393,8.769120908887523,-1.056418011006996
6.237985461299276,8.324920519248769,-1.0816251524034826
6.751697007786417,7.452649914784019,-1.0935272966505583
7.1933961283615995,6.572449835573775,-0.7528066408311838
7.717127389475491,6.565254367442106,0.02597534438212623
8.531881349228241,6.602688405393859,0.018206473532725198
9.374970876725977,6.666784915975479,0.07474833509056644
9.788293037637505,6.774478282746904,0.09220106916939264
10.691838375253234,6.932258859905499,0.09046384896933057
11.569217105349793,7.102735918875995,0.11767931778090368
12.004616523473992,7.195406436029244,0.10750183019451898
12.858262484368206,7.282059830722694,0.12348870253938404
