factor_index,kind,factor_id,label,pose_ids,raw_residual,normalized_norm,robust_weight
200,odometry,199,"odom(199,200)","[199, 200]","[-0.008638245970661818, -0.0036046325972252866, -0.0048909453388872315]",0.3303115021801241,1.0
201,odometry,200,"odom(200,201)","[200, 201]","[-0.02669280816448527, -0.011442925785397226, -0.021037072485263764]",1.3070388161632,1.0
202,odometry,201,"odom(201,202)","[201, 202]","[-0.02628120709199433, -0.011598118183141395, -0.018438873628709995]",1.177921331157868,1.0
203,odometry,202,"odom(202,203)","[202, 203]","[-0.02556066648701316, -0.011859263683522123, -0.017017356178026244]",1.1066120246811622,1.0
204,odometry,203,"odom(203,204)","[203, 204]","[-0.02428355950662231, -0.012382294174208658, -0.014424982520406804]",0.9809801352171078,1.0
205,odometry,204,"odom(204,205)","[204, 205]","[-0.017168339893020246, -0.014201722731644967, -0.010791720957935791]",0.7883723368985511,1.0
206,odometry,205,"odom(205,206)","[205, 206]","[-0.002240664329080655, -0.0038542462359503105, -0.012766254589722248]",0.7188898546320891,1.0
207,odometry,206,"odom(206,207)","[206, 207]","[-0.0020396209149645683, -0.0038725202356196774, -0.01202632147560978]",0.6782429622028211,1.0
208,odometry,207,"odom(207,208)","[207, 208]","[-0.0019621766023468767, -0.003879109139316342, -0.011265771818745218]",0.6366140659356876,1.0
209,odometry,208,"odom(208,209)","[208, 209]","[-0.002053750475630556, -0.003871360608522975, -0.010795628729642015]",0.6110136039737964,1.0
210,odometry,209,"odom(209,210)","[209, 210]","[-0.001988265934687705, -0.003877022672287886, -0.00988782546932443]",0.561545861631891,1.0
211,odometry,210,"odom(210,211)","[210, 211]","[-0.041531193712899594, 0.006245656011994352, -0.01230076341282249]",1.0339443463846218,1.0
212,odometry,211,"odom(211,212)","[211, 212]","[-0.014098659085967191, 0.006879811259516068, -0.014342961454861136]",0.8598185675878856,1.0
213,odometry,212,"odom(212,213)","[212, 213]","[-0.014706755582806819, 0.006667878993775231, -0.015134046716198224]",0.9026108768225796,1.0
214,odometry,213,"odom(213,214)","[213, 214]","[-0.019350924326655528, 0.004303907484107167, -0.015819018599994017]",0.9545988816211856,1.0
215,odometry,214,"odom(214,215)","[214, 215]","[-0.02064799320977162, 0.0031650292819863993, -0.01645739942147717]",0.9925022053438519,1.0
216,odometry,215,"odom(215,216)","[215, 216]","[-0.06081035180016853, -0.028603421877848412, -0.04718721112667357]",2.9601776802544277,1.0
217,odometry,216,"odom(216,217)","[216, 217]","[-0.055793593351700754, -0.03023419850690242, -0.039616956222263244]",2.572823638811951,1.0
218,odometry,217,"odom(217,218)","[217, 218]","[-0.05273087579711866, -0.03548145862548205, -0.03100280262743338]",2.216636049646714,1.0
219,odometry,218,"odom(218,219)","[218, 219]","[-0.050164997544327516, -0.03608704001760525, -0.02631948814799623]",2.008233453160483,1.0
220,odometry,219,"odom(219,220)","[219, 220]","[-0.04722158245750241, -0.036733361776812266, -0.01725944771551191]",1.6607410078085019,1.0
221,odometry,220,"odom(220,221)","[220, 221]","[-0.15976238163831002, -0.07994850724816704, -0.05048146585015978]",4.639054201671455,1.0
222,odometry,221,"odom(221,222)","[221, 222]","[-0.14881655021669588, -0.08334144375357497, -0.043426800939757815]",4.337255971883299,1.0
223,odometry,222,"odom(222,223)","[222, 223]","[-0.13761603973815228, -0.08643974534270753, -0.02691192002254006]",3.8203861298417126,1.0
224,odometry,223,"odom(223,224)","[223, 224]","[0.013833500151698042, -0.1026949118718864, -0.006402866770976345]",2.966306450937879,1.0
225,odometry,224,"odom(224,225)","[224, 225]","[0.18387409704262203, -0.0813691375528256, 0.016745366137072448]",4.176967278626719,1.0
226,odometry,225,"odom(225,226)","[225, 226]","[0.590139415709185, -0.268738469336393, 0.02120579113849219]",13.246587810022259,1.0
227,odometry,226,"odom(226,227)","[226, 227]","[0.5732360681445668, -0.2746784368549319, 0.10847993646482612]",14.371466005316949,1.0
228,odometry,227,"odom(227,228)","[227, 228]","[0.48688362237981864, -0.30077236998568097, 0.1915547031830438]",16.29307573819388,1.0
229,odometry,228,"odom(228,229)","[228, 229]","[-0.6583925410363956, 0.35120229479143356, 0.1542466236850375]",17.8162786935039,1.0
230,odometry,229,"odom(229,230)","[229, 230]","[-0.4937401987758671, 0.3930034669787976, 0.09148284166348564]",15.24801148823531,1.0
231,odometry,230,"odom(230,231)","[230, 231]","[-0.006774906509510181, 0.28090226531505136, 0.061925099819290175]",8.732917690406829,1.0
232,odometry,231,"odom(231,232)","[231, 232]","[0.060152683469682666, 0.26157465717093564, 0.026253055272665637]",7.6926914608850945,1.0
233,odometry,232,"odom(232,233)","[232, 233]","[0.07602189473232779, 0.26089805918282666, -0.037565285887404265]",7.863299181788518,1.0
234,odometry,233,"odom(233,234)","[233, 234]","[0.057314237070976715, 0.2616795723378178, -0.09888759648897416]",9.336284599820418,1.0
235,odometry,234,"odom(234,235)","[234, 235]","[-0.004240656183840619, 0.26269889757697035, -0.1330850275643649]",10.535972991019145,1.0
236,odometry,235,"odom(235,236)","[235, 236]","[-0.17476197153134432, 0.014930368422621715, -0.00815783222982347]",3.2378726482743527,1.0
237,odometry,236,"odom(236,237)","[236, 237]","[-0.17726580888393462, -0.008850695277401871, -0.005644110412383885]",3.248090441431893,1.0
238,odometry,237,"odom(237,238)","[237, 238]","[-0.1771449549804959, -0.009245541476971668, -0.005295566241122263]",3.2449956311660144,1.0
239,odometry,238,"odom(238,239)","[238, 239]","[-0.1663783698020449, -0.008623605957534877, -0.003262738317829861]",3.04048671368899,1.0
240,odometry,239,"odom(239,240)","[239, 240]","[-0.16654395454909499, -0.008077577935863972, -0.0011116117831884154]",3.0374819077968844,1.0
241,odometry,240,"odom(240,241)","[240, 241]","[-0.04754190167231298, -0.01370104681893223, -0.01574687239443051]",1.2906374272856935,1.0
242,odometry,241,"odom(241,242)","[241, 242]","[-0.04647708543144169, -0.014287520347148114, -0.014213451448744863]",1.2264802378464998,1.0
243,odometry,242,"odom(242,243)","[242, 243]","[-0.046002462959249146, -0.014537208021987803, -0.011255217495187875]",1.1238687988476705,1.0
244,odometry,243,"odom(243,244)","[243, 244]","[-0.04517920114779428, -0.014954473445285665, -0.007727627708921325]",1.0206043724617146,1.0
245,odometry,244,"odom(244,245)","[244, 245]","[-0.04500575221543679, -0.015039766672797807, -0.005622684818113122]",0.9756111700554926,1.0
246,odometry,245,"odom(245,246)","[245, 246]","[0.04007373449091778, 0.0004283213243976014, -0.021976485103834875]",1.4218518449291486,1.0
247,odometry,246,"odom(246,247)","[246, 247]","[-0.001920401032595831, -0.0006111421017570683, -0.006794392677174077]",0.3794796762509126,1.0
248,odometry,247,"odom(247,248)","[247, 248]","[-0.0016238957631122264, -0.0007386782664502156, -0.006684008522865437]",0.37310316130167787,1.0
249,odometry,248,"odom(248,249)","[248, 249]","[-0.0008724227325177525, -0.0009236463033241056, -0.006478969020991876]",0.36125725049316176,1.0
250,odometry,249,"odom(249,250)","[249, 250]","[-0.000836710879877578, -0.0009289776928386659, -0.006261795586204766]",0.34922013141609853,1.0
251,odometry,250,"odom(250,251)","[250, 251]","[-0.000536921907504484, -0.004346796011840612, 0.002011558664133606]",0.16735675694595825,1.0
252,odometry,251,"odom(251,252)","[251, 252]","[-0.0002917382136466973, -0.004350572016648228, 0.003032767568565742]",0.20944458930944415,1.0
253,odometry,252,"odom(252,253)","[252, 253]","[-0.005452406549135369, -0.0031653634187784573, 0.0038269390283680593]",0.25141386294201223,1.0
254,odometry,253,"odom(253,254)","[253, 254]","[-0.00534794292832852, -0.003194423937902008, 0.004523245255651176]",0.2844857726842795,1.0
255,odometry,254,"odom(254,255)","[254, 255]","[-0.005488220848077596, -0.0031551298102653128, 0.0048961658511612605]",0.303434718557445,1.0
256,odometry,255,"odom(255,256)","[255, 256]","[0.0012259794368927324, 0.001745186104740136, 0.0009409158594948508]",0.07560165487703972,1.0
257,odometry,256,"odom(256,257)","[256, 257]","[0.0013309547932773835, 0.0017325667809343533, 0.0005847363395661276]",0.06396356169319307,1.0
258,odometry,257,"odom(257,258)","[257, 258]","[0.0014143806879456933, 0.0017217304417876979, 0.00038488540525882797]",0.05948451717926911,1.0
259,odometry,258,"odom(258,259)","[258, 259]","[0.0013834818952601635, 0.0017258770526400822, 2.1683246309578408e-09]",0.05535600169589085,1.0
260,gps,0,gps_0(pose 0),[0],"[0.34253395608263215, -0.7600166050540471]",1.3445797758946072,1.0
261,gps,1,gps_1(pose 7),[7],"[-0.20590829359765195, 0.2928376632497056]",0.5773925980236133,1.0
262,gps,2,gps_2(pose 14),[14],"[-0.46165939993721494, -0.4979651801124536]",1.0952298450617999,1.0
263,gps,3,gps_3(pose 21),[21],"[-0.8622778574938472, -0.29321869817052537]",1.468982379479099,1.0
264,gps,4,gps_4(pose 28),[28],"[-0.0028187489894087037, -0.24394097828078998]",0.39347945664996525,1.0
265,gps,5,gps_5(pose 35),[35],"[-0.054322439099767195, -0.006143108018433097]",0.08817529906928286,1.0
266,gps,6,gps_6(pose 42),[42],"[-1.9804227527226992, 0.7873563220122133]",3.437415880084865,1.0
267,gps,7,gps_7(pose 49),[49],"[0.5874280320749534, 1.103428869204631]",2.0162109417307494,1.0
268,gps,8,gps_8(pose 56),[56],"[-4.320097370338503, 3.479000687209199]",8.94640753489674,1.0
269,gps,9,gps_9(pose 63),[63],"[-0.8054984777867542, -0.5370819472537249]",1.5615075960043785,1.0
270,gps,10,gps_10(pose 70),[70],"[0.28814535615995895, 0.9038185394567915]",1.5300626874849292,1.0
271,gps,11,gps_11(pose 77),[77],"[0.37414604384893924, -1.4902624567160494]",2.4782442826144178,1.0
272,gps,12,gps_12(pose 84),[84],"[0.4369115733206862, 0.3307851652607786]",0.8838806045774359,1.0
273,gps,13,gps_13(pose 91),[91],"[0.19826307465246007, -0.2508154313196309]",0.515666696551271,1.0
274,gps,14,gps_14(pose 105),[105],"[-1.1855398202855039, -0.0923557433074203]",1.9179543879745442,1.0
275,gps,15,gps_15(pose 126),[126],"[3.2991743303295724, -2.5143339045579776]",6.690424114527117,1.0
276,gps,16,gps_16(pose 147),[147],"[0.46140798657791926, -1.7592995805362328]",2.933547901200704,1.0
277,gps,17,gps_17(pose 154),[154],"[0.8925583756379902, 0.9439815223509012]",2.0953851282634886,1.0
278,gps,18,gps_18(pose 161),[161],"[1.3816427176532269, -0.08823531421126951]",2.232995676846505,1.0
279,gps,19,gps_19(pose 168),[168],"[-0.2053735431814765, -0.6197071728670451]",1.0529865266178673,1.0
280,gps,20,gps_20(pose 175),[175],"[0.3646077697817951, -1.093314330924458]",1.8588841242204974,1.0
281,gps,21,gps_21(pose 182),[182],"[-3.4427149198600127, -3.98701434976836]",8.49627595544334,1.0
282,gps,22,gps_22(pose 189),[189],"[-0.2963274289999962, 1.096501012701338]",1.8319942563611629,1.0
283,gps,23,gps_23(pose 196),[196],"[0.5739908088359389, 0.14606588484316052]",0.9552972571340845,1.0
284,gps,24,gps_24(pose 203),[203],"[0.3596473686783249, -0.5104782069401036]",1.0071728050359692,1.0
285,gps,25,gps_25(pose 210),[210],"[1.4510939526673212, -0.0411671647999543]",2.3414157841817733,1.0
286,gps,26,gps_26(pose 217),[217],"[1.4054007524258276, 0.5247407893728342]",2.4196258831778077,1.0
287,gps,27,gps_27(pose 224),[224],"[2.7775615980365034, 0.20134339265825751]",4.491692989532103,1.0
288,gps,28,gps_28(pose 231),[231],"[7.485028500933088, 1.5622549644807666]",12.332782914947678,1.0
289,gps,29,gps_29(pose 238),[238],"[1.37777391973426, 0.1503701909245443]",2.2354118176132913,1.0
290,gps,30,gps_30(pose 245),[245],"[-0.24665119039205674, 0.3876035985959927]",0.7410116256584883,1.0
291,gps,31,gps_31(pose 252),[252],"[-0.20148356726194194, 0.7230354109138073]",1.2106188093019754,1.0
292,gps,32,gps_32(pose 259),[259],"[-0.49146753917041863, -0.28753159398898376]",0.9183848300957683,1.0
293,loop,0,"loop_0(0,84)","[0, 84]","[-0.3169276985082134, -0.23770244362388415, 0.021448579409911517]",2.521481550879943,1.0
294,loop,1,"loop_1(23,176)","[23, 176]","[0.07077131469804585, -0.35180647451620006, 0.01945949166823846]",2.284146570687222,1.0
295,loop,2,"loop_2(47,144)","[47, 144]","[-0.28409236454746334, -0.12243911397508546, -0.0944859955300208]",2.854289188534166,1.0
296,loop,3,"loop_3(76,211)","[76, 211]","[-0.13125460744918194, -0.19341667340529342, -0.00427489809277537]",1.4640057754873137,1.0
297,loop,4,"loop_4(149,246)","[149, 246]","[0.19502097000641871, -0.2981380552544138, 0.09398702155322702]",3.052874726995406,1.0
298,loop,5,"loop_5(89,198)","[89, 198]","[0.19107039978017668, 0.18508638952666412, -0.03264701096833189]",1.8139975708470883,1.0
299,loop,6,"loop_6(42,146)","[42, 146]","[2.8265978713898803, -0.22794884299169518, 0.7297528054874522]",24.02307084209848,1.0
300,loop,7,"loop_7(118,228)","[118, 228]","[-4.500702695801129, 15.93705453501374, -0.24210160513179835]",103.64207837127915,1.0
301,landmark,0,lm_0(pose 0),[0],"[-0.07258347159134537, -0.09088966082072147]",2.046539089455219,1.0
302,landmark,1,lm_1(pose 0),[0],"[-0.46075126055527615, 0.006988560372075181]",2.1000740828516458,1.0
303,landmark,2,lm_2(pose 5),[5],"[0.24154891394522782, -0.029543628365485297]",1.2792648347321622,1.0
304,landmark,3,lm_3(pose 5),[5],"[-0.2649443221450971, -0.009192112088928894]",1.2214933521376021,1.0
305,landmark,4,lm_4(pose 10),[10],"[0.016856339476166937, 0.020821331749758087]",0.46899724123250625,1.0
306,landmark,5,lm_5(pose 10),[10],"[-0.08663661707453496, -0.0035310729821591558]",0.4015444202496569,1.0
307,landmark,6,lm_6(pose 15),[15],"[0.029711681436800474, -0.018718324372160478]",0.43733780995670535,1.0
308,landmark,7,lm_7(pose 15),[15],"[0.05942938683307197, -0.00841487007860664]",0.32854234031160284,1.0
309,landmark,8,lm_8(pose 20),[20],"[-0.2434924155450826, 0.04853481471006171]",1.5453942469630937,1.0
310,landmark,9,lm_9(pose 20),[20],"[-0.7091787023047402, -0.012122764216038195]",3.2347767783197923,1.0
311,landmark,10,lm_10(pose 25),[25],"[-0.009773014867231922, -0.009262793707146777]",0.21057880409143817,1.0
312,landmark,11,lm_11(pose 25),[25],"[0.16945105074810396, 0.0337789524620602]",1.075510532305588,1.0
313,landmark,12,lm_12(pose 30),[30],"[-0.2698704550504232, -0.017656195154070353]",1.2879051373148998,1.0
314,landmark,13,lm_13(pose 30),[30],"[-0.00859352493669352, -0.02729528169815687]",0.6078182582191913,1.0
315,landmark,14,lm_14(pose 35),[35],"[-0.2563542299586601, -0.02351559808997372]",1.2770581837167785,1.0
316,landmark,15,lm_15(pose 35),[35],"[0.2450405529784243, -0.014696406724588051]",1.160713353871658,1.0
317,landmark,16,lm_16(pose 40),[40],"[0.054344243773690515, -0.21713082738173872]",4.831448353856441,1.0
318,landmark,17,lm_17(pose 40),[40],"[-0.08967581295457006, -0.003949103962941791]",0.4169572304776264,1.0
319,landmark,18,lm_18(pose 45),[45],"[0.08127298715151277, -0.06712476212798135]",1.5367259946763348,1.0
320,landmark,19,lm_19(pose 45),[45],"[0.0939002795593753, 0.008692130960124889]",0.46849230300131367,1.0
321,landmark,20,lm_20(pose 50),[50],"[-2.7446953044801803, -0.3954901873418626]",15.260685110654697,1.0
322,landmark,21,lm_21(pose 50),[50],"[-0.40852738185135706, 0.05470222134113856]",2.2194439178196297,1.0
323,landmark,22,lm_22(pose 55),[55],"[-0.5017378668948678, 0.032830927322521575]",2.3944810240750667,1.0
324,landmark,23,lm_23(pose 55),[55],"[0.41280528111683257, 0.005343842053621373]",1.8801416513901457,1.0
325,landmark,24,lm_24(pose 60),[60],"[-0.21067232510271872, 0.02648406293374217]",1.1239989861097515,1.0
326,landmark,25,lm_25(pose 60),[60],"[-0.06951040145253806, -0.020929128504523664]",0.5622621797154487,1.0
327,landmark,26,lm_26(pose 65),[65],"[-0.20391675782609386, 0.04249594246828137]",1.3232301929931782,1.0
328,landmark,27,lm_27(pose 65),[65],"[-0.050409284891581585, 0.001267534405835491]",0.23085793839840263,1.0
329,landmark,28,lm_28(pose 70),[70],"[0.0029947143502333518, 0.15821507792324319]",3.5159169715993897,1.0
330,landmark,29,lm_29(pose 70),[70],"[-0.30292741045250615, 0.08796067599285351]",2.390973004717297,1.0
331,landmark,30,lm_30(pose 75),[75],"[-0.26418607897049906, -0.01630492563927799]",1.2543185061100173,1.0
332,landmark,31,lm_31(pose 75),[75],"[-0.2437906888992094, -0.15654697203000234]",3.651050926738251,1.0
333,landmark,32,lm_32(pose 80),[80],"[-0.06076463802784016, 0.0518952283874623]",1.1858419969521807,1.0
334,landmark,33,lm_33(pose 80),[80],"[-0.0018697809246406294, -0.005079265461578775]",0.11319208976611352,1.0
335,landmark,34,lm_34(pose 85),[85],"[0.06579582245109172, -0.07335496548753007]",1.6573182396971147,1.0
336,landmark,35,lm_35(pose 85),[85],"[0.02348631118935529, -0.03707065784096075]",0.8306808938816683,1.0
337,landmark,36,lm_36(pose 90),[90],"[0.14899183337786148, -0.10005607491084145]",2.324319144806886,1.0
338,landmark,37,lm_37(pose 90),[90],"[0.11024873093511811, 0.002739446628551079]",0.504814651954161,1.0
339,landmark,38,lm_38(pose 95),[95],"[-0.016510024317040184, -0.054832619359649115]",1.2208114313164582,1.0
340,landmark,39,lm_39(pose 100),[100],"[-0.5537890682101834, -0.11902806546232947]",3.6514103010175765,1.0
341,landmark,40,lm_40(pose 105),[105],"[-0.8791885567602664, -0.1120909790822644]",4.709048993687519,1.0
342,landmark,41,lm_41(pose 105),[105],"[0.45956638810339356, -0.1752639207506248]",4.419589304560405,1.0
343,landmark,42,lm_42(pose 110),[110],"[0.3270062014049726, -0.4593028470300049]",10.314392691853293,1.0
344,landmark,43,lm_43(pose 110),[110],"[-1.9935221395287979, -0.07689326400058771]",9.22116719188834,1.0
345,landmark,44,lm_44(pose 115),[115],"[1.589460881776735, -1.2455460798272624]",28.606190297147336,1.0
346,landmark,45,lm_45(pose 120),[120],"[1.1321218857517472, 1.5355773030482904]",34.50977673016251,1.0
347,landmark,46,lm_46(pose 120),[120],"[-0.26301747936138664, -0.47255321037282183]",10.569017666922813,1.0
348,landmark,47,lm_47(pose 125),[125],"[0.14450514082673616, -0.39022827246679537]",8.696580065564936,1.0
349,landmark,48,lm_48(pose 125),[125],"[0.8240593369005165, 0.5580655030424846]",12.954788759185469,1.0
350,landmark,49,lm_49(pose 130),[130],"[0.6380229722256154, 0.06150430674438967]",3.206032598725047,1.0
351,landmark,50,lm_50(pose 130),[130],"[-0.6627107619345591, 0.09109258159397315]",3.629296013874956,1.0
352,landmark,51,lm_51(pose 135),[135],"[-0.029008694415613823, -0.018850821367354165]",0.4391692688980808,1.0
353,landmark,52,lm_52(pose 135),[135],"[0.11051514661595796, -0.011555657424825228]",0.5641714177768347,1.0
354,landmark,53,lm_53(pose 140),[140],"[0.1361433508741805, 0.0006952393763475229]",0.6190262420367592,1.0
355,landmark,54,lm_54(pose 140),[140],"[0.09535847450869639, -0.011795770957922613]",0.5065452081270024,1.0
356,landmark,55,lm_55(pose 145),[145],"[0.8646720494094664, 0.09860010764046656]",4.499828065572908,1.0
357,landmark,56,lm_56(pose 145),[145],"[-0.8485217020898714, 0.1802582699906794]",5.560733316803197,1.0
358,landmark,57,lm_57(pose 150),[150],"[0.16529447950192022, 0.1149879837604093]",2.6634581032669886,1.0
359,landmark,58,lm_58(pose 150),[150],"[-0.14032888599318927, 0.014445320822955132]",0.7140792224166506,1.0
360,landmark,59,lm_59(pose 155),[155],"[-0.09116652524745739, 0.08479788646940278]",1.9294236590087224,1.0
361,landmark,60,lm_60(pose 155),[155],"[-0.05630808679325927, -0.021582701449013975]",0.5436353462290574,1.0
362,landmark,61,lm_61(pose 160),[160],"[-0.2635887730002686, -0.051403799768500846]",1.6554098858570825,1.0
363,landmark,62,lm_62(pose 160),[160],"[-0.007133530206868244, 0.05104736830852641]",1.1348492856965167,1.0
364,landmark,63,lm_63(pose 165),[165],"[-2.129435087758224, -0.27753159104272473]",11.477121801262879,1.0
365,landmark,64,lm_64(pose 165),[165],"[-0.18184633224127378, -0.02625322767447935]",1.0117244849290792,1.0
366,landmark,65,lm_65(pose 170),[170],"[0.22744631656549252, -0.06609711599200141]",1.7961864301152373,1.0
367,landmark,66,lm_66(pose 170),[170],"[-0.35186961518683724, -0.023947762008447615]",1.685618996986126,1.0
368,landmark,67,lm_67(pose 175),[175],"[-0.12061336562267, 0.051070368067319905]",1.2603813994161486,1.0
369,landmark,68,lm_68(pose 175),[175],"[-0.028301938792306025, -0.04845925977645882]",1.0845293137105527,1.0
370,landmark,69,lm_69(pose 180),[180],"[-0.14197942004088526, 0.0786378369898868]",1.8628669419736235,1.0
371,landmark,70,lm_70(pose 180),[180],"[0.18508325798893743, 0.007140138426879883]",0.8561196213395722,1.0
372,landmark,71,lm_71(pose 185),[185],"[0.25054250401059797, -0.008052563409957969]",1.1528028424784107,1.0
373,landmark,72,lm_72(pose 185),[185],"[-0.23647041229292753, -0.13934267258759192]",3.277754088914884,1.0
374,landmark,73,lm_73(pose 190),[190],"[-0.11725177181489754, -0.06885296078898584]",1.6202316100119691,1.0
375,landmark,74,lm_74(pose 195),[195],"[-0.06730771522957557, 0.017394121401573148]",0.49296240474758324,1.0
376,landmark,75,lm_75(pose 195),[195],"[0.11205067984786155, -0.0812798279460969]",1.876654753096454,1.0
377,landmark,76,lm_76(pose 200),[200],"[-0.3999987337801425, 0.07620309406771852]",2.4846277054110404,1.0
378,landmark,77,lm_77(pose 200),[200],"[0.021082116884661772, 0.04217039976696224]",0.942006822012215,1.0
379,landmark,78,lm_78(pose 205),[205],"[0.076855938995819, 0.003277339452215422]",0.35685603207523786,1.0
380,landmark,79,lm_79(pose 205),[205],"[-0.40324928846763, 0.012215371375011053]",1.852942815123996,1.0
381,landmark,80,lm_80(pose 210),[210],"[-0.15430663220417173, 0.018659965222645347]",0.8148012285130337,1.0
382,landmark,81,lm_81(pose 210),[210],"[0.632127591933294, -0.010096341768611516]",2.882053659469359,1.0
383,landmark,82,lm_82(pose 215),[215],"[0.3983531356629433, 0.19898673496842134]",4.778290759253411,1.0
384,landmark,83,lm_83(pose 215),[215],"[0.08608701139651131, 0.0111990744696846]",0.46373993714662076,1.0
385,landmark,84,lm_84(pose 220),[220],"[-1.0600541376022705, 0.014850300350782497]",4.829715500447793,1.0
386,landmark,85,lm_85(pose 220),[220],"[-0.6650044444044667, 0.30663713032585393]",7.454512572909952,1.0
387,landmark,86,lm_86(pose 225),[225],"[-0.248981481798082, -0.6266602559949348]",13.971695209336884,1.0
388,landmark,87,lm_87(pose 225),[225],"[-1.0636602769364014, 0.931633305896562]",21.26001244646322,1.0
389,landmark,88,lm_88(pose 230),[230],"[-2.174817660616205, 0.8478889500727989]",21.277779100860993,1.0
390,landmark,89,lm_89(pose 230),[230],"[0.586582209206667, -1.0683533008436559]",23.89043539829776,1.0
391,landmark,90,lm_90(pose 235),[235],"[0.6935788713010729, -0.7918882665539799]",17.877686916185198,1.0
392,landmark,91,lm_91(pose 235),[235],"[-1.6811452819057138, 0.013045287093489843]",7.647066308583317,1.0
393,landmark,92,lm_92(pose 240),[240],"[-0.4494842779319823, 0.11111145701022984]",3.2048353295345033,1.0
394,landmark,93,lm_93(pose 240),[240],"[0.38973324667365716, -0.0008064643462493137]",1.7716054058597621,1.0
395,landmark,94,lm_94(pose 245),[245],"[0.39741761550371546, 0.11932216615668434]",3.2084639638553356,1.0
396,landmark,95,lm_95(pose 245),[245],"[0.5100863471372801, -0.01885651163398183]",2.356135810963443,1.0
397,landmark,96,lm_96(pose 250),[250],"[-0.23288425465145224, -0.027973429228291824]",1.227593364532362,1.0
398,landmark,97,lm_97(pose 250),[250],"[-0.26529994955199676, -0.020637855713074416]",1.2901734705771222,1.0
399,landmark,98,lm_98(pose 255),[255],"[0.1542279012750991, -0.007605885479677443]",0.721123432766287,1.0
400,landmark,99,lm_99(pose 255),[255],"[-0.008319015034015997, 0.0300114715891473]",0.6679927279781089,1.0
