model,rmse_ate_m,mean_position_error_m,max_position_error_m,final_drift_m,heading_rmse_rad,relative_translation_rmse_m_lag5,relative_rotation_rmse_rad_lag5
all_gaussian,1.2426470180338025,0.6919883609928431,5.3027106025166795,0.03359662267950497,0.10092914089415973,0.6202656236795492,0.12068312815182415
all_robust,0.15465764754452704,0.13412760924608394,0.4199404783750787,0.02917034577999626,0.031793143452018016,0.19920026466305105,0.04001245112685514
