initialization,position_amplitude_m,heading_amplitude_rad,model,rmse_ate_m,mean_position_error_m,max_position_error_m,final_drift_m,heading_rmse_rad,relative_translation_rmse_m_lag5,relative_rotation_rmse_rad_lag5,objective_initial,objective_final,build_time_s,solve_time_s,nfev,irls_iterations,converged
dead_reckoning,0.0,0.0,all_gaussian,1.2426470180338025,0.6919883609928431,5.3027106025166795,0.03359662267950497,0.10092914089415973,0.6202656236795492,0.12068312815182415,120755.2455526051,10446.457854615193,0.0013445420045172796,0.5912606250058161,60,1,True
dead_reckoning,0.0,0.0,all_robust,0.15465764754452704,0.13412760924608394,0.4199404783750787,0.02917034577999626,0.031793143452018016,0.19920026466305105,0.04001245112685514,9670.787341197232,906.1993356951322,0.0013722089934162796,1.3965092090074904,143,14,True
mild_smooth_perturbation,0.5,0.05,all_gaussian,1.2426357010291216,0.6919830374556628,5.302781876973247,0.033600646001178285,0.10092947127020603,0.6202642856631433,0.1206838877620398,123313.04167735434,10446.457853501806,0.0013664169964613393,0.6790924590022769,70,1,True
mild_smooth_perturbation,0.5,0.05,all_robust,0.15465764753797878,0.1341276092348081,0.4199404784546965,0.02917034578004502,0.03179314345234792,0.19920026466369417,0.04001245112625868,10054.628552146254,906.1993356951357,0.001200625003548339,1.6089716669957852,153,14,True
strong_smooth_perturbation,2.0,0.2,all_gaussian,1.242632636615783,0.6919815739587547,5.302807850690695,0.033601309226094916,0.10092940761864093,0.6202630924561828,0.12068383076108935,138181.30134711455,10446.457852931657,0.0030713330052094534,0.7244984999997541,74,1,True
strong_smooth_perturbation,2.0,0.2,all_robust,0.1546576475360936,0.1341276092315231,0.41994047847819566,0.02917034578005285,0.031793143452450025,0.1992002646638796,0.0400124511260885,12699.40274656943,906.199335695137,0.0012708330032182857,1.8034422079945216,157,14,True
